Approve	Disapprove	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
48.0	49.0	4.0	zogby-internet-5720	Zogby (Internet)	2009-07-21	2009-07-24		Likely Voters	3728	1.6	Internet	Nonpartisan	None
56.0	39.0		gallup-5709	Gallup	2009-07-21	2009-07-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5706	Rasmussen	2009-07-21	2009-07-23		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	42.0	5.0	gwu-lake-tarrance-5735	GWU (Lake/Tarrance)	2009-07-19	2009-07-23		Likely Voters	1000	3.1	Live Phone	Nonpartisan	None
54.0	38.0	8.0	fox-5703	FOX	2009-07-21	2009-07-22		Registered Voters	900	3.0	Live Phone	Nonpartisan	None
86.0	8.0	6.0	fox-5703	FOX	2009-07-21	2009-07-22		Registered Voters - Democrat	363	5.0	Live Phone	Nonpartisan	None
17.0	75.0	8.0	fox-5703	FOX	2009-07-21	2009-07-22		Registered Voters - Republican	303	6.0	Live Phone	Nonpartisan	None
54.0	36.0	10.0	fox-5703	FOX	2009-07-21	2009-07-22		Registered Voters - independent	180	7.0	Live Phone	Nonpartisan	None
55.0	39.0		gallup-5699	Gallup	2009-07-20	2009-07-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5698	Rasmussen	2009-07-20	2009-07-22		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
54.0	40.0	6.0	yougov-economist-5725	YouGov/Economist	2009-07-19	2009-07-21		Adults	1000	4.9	Internet	Nonpartisan	None
88.0	9.0	2.0	yougov-economist-5725	YouGov/Economist	2009-07-19	2009-07-21		Adults - Democrat	351		Internet	Nonpartisan	None
11.0	84.0	5.0	yougov-economist-5725	YouGov/Economist	2009-07-19	2009-07-21		Adults - Republican	276		Internet	Nonpartisan	None
52.0	44.0	6.0	yougov-economist-5725	YouGov/Economist	2009-07-19	2009-07-21		Adults - independent	284		Internet	Nonpartisan	None
57.0	36.0		gallup-5694	Gallup	2009-07-19	2009-07-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	47.0		rasmussen-5689	Rasmussen	2009-07-19	2009-07-21		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
59.0	34.0		gallup-5674	Gallup	2009-07-18	2009-07-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	47.0		rasmussen-5669	Rasmussen	2009-07-18	2009-07-20		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	44.0	4.0	arg-5693	ARG	2009-07-17	2009-07-20		Adults	1100	2.6	Live Phone	Nonpartisan	None
84.0	11.0		arg-5693	ARG	2009-07-17	2009-07-20		Adults - Democrat	407		Live Phone	Nonpartisan	None
9.0	88.0		arg-5693	ARG	2009-07-17	2009-07-20		Adults - Republican	286		Live Phone	Nonpartisan	None
46.0	52.0		arg-5693	ARG	2009-07-17	2009-07-20		Adults - independent	308		Live Phone	Nonpartisan	None
55.0	42.0	1.0	ap-gfk-5686	AP-GfK	2009-07-16	2009-07-20		Adults	1000	3.1	Live Phone	Nonpartisan	None
55.0	41.0	4.0	usa-today-gallup-5664	USA Today/Gallup	2009-07-17	2009-07-19		Adults	1006	4.0	Live Phone	Nonpartisan	None
61.0	32.0		gallup-5651	Gallup	2009-07-17	2009-07-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5648	Rasmussen	2009-07-17	2009-07-19		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
92.0			gallup-6017	Gallup	2009-07-13	2009-07-19		Adults - Democrat			Live Phone	Nonpartisan	None
23.0			gallup-6017	Gallup	2009-07-13	2009-07-19		Adults - Republican			Live Phone	Nonpartisan	None
56.0			gallup-6017	Gallup	2009-07-13	2009-07-19		Adults - independent			Live Phone	Nonpartisan	None
51.0	49.0		rasmussen-5646	Rasmussen	2009-07-16	2009-07-18		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
60.0	33.0		gallup-5645	Gallup	2009-07-16	2009-07-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
59.0	37.0	4.0	abc-post-5647	ABC/Post	2009-07-15	2009-07-18		Adults	1001	3.0	Live Phone	Nonpartisan	None
60.0	33.0		gallup-5644	Gallup	2009-07-15	2009-07-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5643	Rasmussen	2009-07-15	2009-07-17		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
50.0	43.0	7.0	ppp-d-5650	PPP (D)	2009-07-15	2009-07-16		Registered Voters	577	4.1	Automated Phone	Pollster	Dem
84.0	11.0	5.0	ppp-d-5650	PPP (D)	2009-07-15	2009-07-16		Registered Voters - Democrat			Automated Phone	Pollster	Dem
12.0	82.0	6.0	ppp-d-5650	PPP (D)	2009-07-15	2009-07-16		Registered Voters - Republican			Automated Phone	Pollster	Dem
46.0	42.0	12.0	ppp-d-5650	PPP (D)	2009-07-15	2009-07-16		Registered Voters - independent			Automated Phone	Pollster	Dem
58.0	36.0		gallup-5639	Gallup	2009-07-14	2009-07-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	47.0		rasmussen-5637	Rasmussen	2009-07-14	2009-07-16		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	34.0		gallup-5619	Gallup	2009-07-13	2009-07-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	47.0		rasmussen-5615	Rasmussen	2009-07-13	2009-07-15		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	41.0	7.0	yougov-economist-5611	YouGov/Economist	2009-07-12	2009-07-14		Adults	1000	4.9	Internet	Nonpartisan	None
84.0	12.0	7.0	yougov-economist-5611	YouGov/Economist	2009-07-12	2009-07-14		Adults - Democrat	360		Internet	Nonpartisan	None
14.0	82.0	3.0	yougov-economist-5611	YouGov/Economist	2009-07-12	2009-07-14		Adults - Republican	281		Internet	Nonpartisan	None
49.0	46.0	5.0	yougov-economist-5611	YouGov/Economist	2009-07-12	2009-07-14		Adults - independent	280		Internet	Nonpartisan	None
59.0	33.0		gallup-5610	Gallup	2009-07-12	2009-07-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	47.0		rasmussen-5609	Rasmussen	2009-07-12	2009-07-14		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
60.0	32.0		gallup-5607	Gallup	2009-07-11	2009-07-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	46.0		rasmussen-5604	Rasmussen	2009-07-11	2009-07-13		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	38.0	4.0	ipsos-mcclatchy-5620	Ipsos/McClatchy	2009-07-09	2009-07-13		Adults	1007	3.1	Live Phone	Nonpartisan	None
84.0	13.0		ipsos-mcclatchy-5620	Ipsos/McClatchy	2009-07-09	2009-07-13		Adults - Democrat			Live Phone	Nonpartisan	None
24.0	73.0		ipsos-mcclatchy-5620	Ipsos/McClatchy	2009-07-09	2009-07-13		Adults - Republican			Live Phone	Nonpartisan	None
50.0	36.0		ipsos-mcclatchy-5620	Ipsos/McClatchy	2009-07-09	2009-07-13		Adults - independent			Live Phone	Nonpartisan	None
56.0	38.0	6.0	diageo-hotline-5612	Diageo/Hotline	2009-07-09	2009-07-13		Registered Voters	800	3.5	Live Phone	Nonpartisan	None
91.0	6.0	3.0	diageo-hotline-5612	Diageo/Hotline	2009-07-09	2009-07-13		Registered Voters - Democrat	267		Live Phone	Nonpartisan	None
25.0	68.0	7.0	diageo-hotline-5612	Diageo/Hotline	2009-07-09	2009-07-13		Registered Voters - Republican	212		Live Phone	Nonpartisan	None
48.0	44.0	8.0	diageo-hotline-5612	Diageo/Hotline	2009-07-09	2009-07-13		Registered Voters - independent	237		Live Phone	Nonpartisan	None
59.0	33.0		gallup-5590	Gallup	2009-07-10	2009-07-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	46.0		rasmussen-5589	Rasmussen	2009-07-10	2009-07-12		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	32.0	11.0	cbs-news-5602	CBS News	2009-07-09	2009-07-12		Adults	944	3.0	Live Phone	Nonpartisan	None
82.0	9.0	9.0	cbs-news-5602	CBS News	2009-07-09	2009-07-12		Adults - Democrat	314		Live Phone	Nonpartisan	None
30.0	62.0	8.0	cbs-news-5602	CBS News	2009-07-09	2009-07-12		Adults - Republican	256		Live Phone	Nonpartisan	None
50.0	34.0	16.0	cbs-news-5602	CBS News	2009-07-09	2009-07-12		Adults - independent	374		Live Phone	Nonpartisan	None
90.0			gallup-6016	Gallup	2009-07-06	2009-07-12		Adults - Democrat			Live Phone	Nonpartisan	None
20.0			gallup-6016	Gallup	2009-07-06	2009-07-12		Adults - Republican			Live Phone	Nonpartisan	None
56.0			gallup-6016	Gallup	2009-07-06	2009-07-12		Adults - independent			Live Phone	Nonpartisan	None
56.0	36.0	9.0	allstate-national-journal-5705	Allstate/National Journal	2009-07-05	2009-07-12		Adults	1202	2.8	Live Phone	Nonpartisan	None
52.0	46.0		rasmussen-5588	Rasmussen	2009-07-09	2009-07-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	35.0		gallup-5587	Gallup	2009-07-09	2009-07-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5585	Rasmussen	2009-07-08	2009-07-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	35.0		gallup-5584	Gallup	2009-07-08	2009-07-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
57.0	36.0		gallup-5583	Gallup	2009-07-07	2009-07-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5580	Rasmussen	2009-07-07	2009-07-09		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	36.0		gallup-5576	Gallup	2009-07-06	2009-07-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5575	Rasmussen	2009-07-06	2009-07-08		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	36.0		gallup-5570	Gallup	2009-07-05	2009-07-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	40.0	9.0	yougov-economist-5569	YouGov/Economist	2009-07-05	2009-07-07		Adults	1000	4.9	Internet	Nonpartisan	None
87.0	9.0	4.0	yougov-economist-5569	YouGov/Economist	2009-07-05	2009-07-07		Adults - Democrat	345		Internet	Nonpartisan	None
15.0	83.0	2.0	yougov-economist-5569	YouGov/Economist	2009-07-05	2009-07-07		Adults - Republican	277		Internet	Nonpartisan	None
50.0	42.0	8.0	yougov-economist-5569	YouGov/Economist	2009-07-05	2009-07-07		Adults - independent	283		Internet	Nonpartisan	None
52.0	48.0		rasmussen-5566	Rasmussen	2009-07-05	2009-07-07		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	35.0		gallup-5563	Gallup	2009-07-03	2009-07-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	47.0		rasmussen-5562	Rasmussen	2009-07-01	2009-07-06		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
59.0	34.0		gallup-5558	Gallup	2009-07-02	2009-07-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	46.0		rasmussen-5550	Rasmussen	2009-06-30	2009-07-05		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
90.0			gallup-6014	Gallup	2009-06-29	2009-07-05		Adults - Democrat			Live Phone	Nonpartisan	None
25.0			gallup-6014	Gallup	2009-06-29	2009-07-05		Adults - Republican			Live Phone	Nonpartisan	None
54.0			gallup-6014	Gallup	2009-06-29	2009-07-05		Adults - independent			Live Phone	Nonpartisan	None
60.0	33.0		gallup-5553	Gallup	2009-07-01	2009-07-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
62.0	31.0		gallup-5551	Gallup	2009-06-30	2009-07-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
61.0	30.0		gallup-5549	Gallup	2009-06-29	2009-07-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	46.0		rasmussen-5545	Rasmussen	2009-06-29	2009-07-01		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
63.0	30.0		gallup-5542	Gallup	2009-06-28	2009-06-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	35.0	10.0	yougov-economist-5541	YouGov/Economist	2009-06-28	2009-06-30		Adults	1000	4.9	Internet	Nonpartisan	None
86.0	8.0	3.0	yougov-economist-5541	YouGov/Economist	2009-06-28	2009-06-30		Likely Voters - Democrat	343		Internet	Nonpartisan	None
15.0	82.0	3.0	yougov-economist-5541	YouGov/Economist	2009-06-28	2009-06-30		Likely Voters - Republican	264		Internet	Nonpartisan	None
56.0	37.0	8.0	yougov-economist-5541	YouGov/Economist	2009-06-28	2009-06-30		Likely Voters - independent	291		Internet	Nonpartisan	None
54.0	45.0		rasmussen-5535	Rasmussen	2009-06-28	2009-06-30		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
60.0	32.0		gallup-5530	Gallup	2009-06-27	2009-06-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	46.0		rasmussen-5527	Rasmussen	2009-06-27	2009-06-29		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	33.0	10.0	quinnipiac-5546	Quinnipiac	2009-06-23	2009-06-29		Registered Voters	3063	1.8	Live Phone	Nonpartisan	None
90.0	5.0	5.0	quinnipiac-5546	Quinnipiac	2009-06-23	2009-06-29		Registered Voters - Democrat			Live Phone	Nonpartisan	None
21.0	66.0	13.0	quinnipiac-5546	Quinnipiac	2009-06-23	2009-06-29		Registered Voters - Republican			Live Phone	Nonpartisan	None
52.0	37.0	11.0	quinnipiac-5546	Quinnipiac	2009-06-23	2009-06-29		Registered Voters - independent			Live Phone	Nonpartisan	None
61.0	37.0	3.0	cnn-5526	CNN	2009-06-26	2009-06-28		Adults	1026	3.0	Live Phone	Nonpartisan	None
59.0	34.0		gallup-5516	Gallup	2009-06-26	2009-06-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5515	Rasmussen	2009-06-26	2009-06-28		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
88.0			gallup-6013	Gallup	2009-06-22	2009-06-28		Adults - Democrat			Live Phone	Nonpartisan	None
25.0			gallup-6013	Gallup	2009-06-22	2009-06-28		Adults - Republican			Live Phone	Nonpartisan	None
60.0			gallup-6013	Gallup	2009-06-22	2009-06-28		Adults - independent			Live Phone	Nonpartisan	None
57.0	35.0		gallup-5514	Gallup	2009-06-25	2009-06-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-5512	Rasmussen	2009-06-25	2009-06-27		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
59.0	33.0		gallup-5513	Gallup	2009-06-24	2009-06-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5511	Rasmussen	2009-06-24	2009-06-26		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
59.0	33.0		gallup-5510	Gallup	2009-06-23	2009-06-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5477	Rasmussen	2009-06-23	2009-06-25		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
61.0	32.0		gallup-5475	Gallup	2009-06-22	2009-06-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	44.0		rasmussen-5466	Rasmussen	2009-06-22	2009-06-24		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	39.0	9.0	yougov-economist-5528	YouGov/Economist	2009-06-21	2009-06-23		Adults	1000	5.2	Internet	Nonpartisan	None
84.0	12.0	4.0	yougov-economist-5528	YouGov/Economist	2009-06-21	2009-06-23		Adults - Democrat	373		Internet	Nonpartisan	None
14.0	79.0	6.0	yougov-economist-5528	YouGov/Economist	2009-06-21	2009-06-23		Adults - Republican	239		Internet	Nonpartisan	None
48.0	43.0	9.0	yougov-economist-5528	YouGov/Economist	2009-06-21	2009-06-23		Adults - independent	296		Internet	Nonpartisan	None
60.0	34.0		gallup-5462	Gallup	2009-06-21	2009-06-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5459	Rasmussen	2009-06-21	2009-06-23		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
60.0	33.0		gallup-5458	Gallup	2009-06-20	2009-06-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5454	Rasmussen	2009-06-20	2009-06-22		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	36.0	8.0	democracy-corps-d-5476	Democracy Corps (D)	2009-06-19	2009-06-22		Likely Voters	1000	3.0	Live Phone	Pollster	Dem
89.0	6.0	5.0	democracy-corps-d-5476	Democracy Corps (D)	2009-06-19	2009-06-22		Likely Voters - Democrat	373		Live Phone	Pollster	Dem
17.0	74.0	9.0	democracy-corps-d-5476	Democracy Corps (D)	2009-06-19	2009-06-22		Likely Voters - Republican	292		Live Phone	Pollster	Dem
50.0	39.0	11.0	democracy-corps-d-5476	Democracy Corps (D)	2009-06-19	2009-06-22		Likely Voters - independent	312		Live Phone	Pollster	Dem
54.0	45.0		rasmussen-5434	Rasmussen	2009-06-19	2009-06-21		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	41.0	2.0	arg-5453	ARG	2009-06-18	2009-06-21		Adults	1100	2.6	Live Phone	Nonpartisan	None
89.0	10.0		arg-5453	ARG	2009-06-18	2009-06-21		Adults - Democrat	451		Live Phone	Nonpartisan	None
21.0	78.0		arg-5453	ARG	2009-06-18	2009-06-21		Adults - Republican	341		Live Phone	Nonpartisan	None
47.0	48.0		arg-5453	ARG	2009-06-18	2009-06-21		Adults - independent	308		Live Phone	Nonpartisan	None
65.0	31.0	4.0	abc-post-5452	ABC/Post	2009-06-18	2009-06-21		Adults	1001	3.0	Live Phone	Nonpartisan	None
88.0	7.0		abc-post-5452	ABC/Post	2009-06-18	2009-06-21		Adults - Democrat			Live Phone	Nonpartisan	None
26.0	68.0		abc-post-5452	ABC/Post	2009-06-18	2009-06-21		Adults - Republican			Live Phone	Nonpartisan	None
65.0	32.0		abc-post-5452	ABC/Post	2009-06-18	2009-06-21		Adults - independent			Live Phone	Nonpartisan	None
57.0	35.0		gallup-5439	Gallup	2009-06-18	2009-06-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
90.0			gallup-6012	Gallup	2009-06-15	2009-06-21		Adults - Democrat			Live Phone	Nonpartisan	None
23.0			gallup-6012	Gallup	2009-06-15	2009-06-21		Adults - Republican			Live Phone	Nonpartisan	None
55.0			gallup-6012	Gallup	2009-06-15	2009-06-21		Adults - independent			Live Phone	Nonpartisan	None
53.0	46.0		rasmussen-5430	Rasmussen	2009-06-18	2009-06-20		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
57.0	35.0		gallup-5432	Gallup	2009-06-17	2009-06-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	46.0		rasmussen-5429	Rasmussen	2009-06-17	2009-06-19		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	33.0		gallup-5417	Gallup	2009-06-16	2009-06-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-5415	Rasmussen	2009-06-16	2009-06-18		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	42.0	7.0	zogby-internet-phone-5509	Zogby (Internet/Phone)	2009-06-12	2009-06-18		Likely Voters	3728	1.6	Internet	Nonpartisan	None
61.0	32.0		gallup-5410	Gallup	2009-06-15	2009-06-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	45.0		rasmussen-5409	Rasmussen	2009-06-15	2009-06-17		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	41.0	7.0	yougov-economist-5531	YouGov/Economist	2009-06-14	2009-06-16		Adults	1000	5.2	Internet	Nonpartisan	None
88.0	9.0	2.0	yougov-economist-5531	YouGov/Economist	2009-06-14	2009-06-16		Adults - Democrat	364		Internet	Nonpartisan	None
17.0	80.0	3.0	yougov-economist-5531	YouGov/Economist	2009-06-14	2009-06-16		Adults - Republican	279		Internet	Nonpartisan	None
49.0	43.0	9.0	yougov-economist-5531	YouGov/Economist	2009-06-14	2009-06-16		Adults - independent	272		Internet	Nonpartisan	None
61.0	32.0		gallup-5404	Gallup	2009-06-14	2009-06-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-5401	Rasmussen	2009-06-14	2009-06-16		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	42.0	4.0	ppp-d-5406	PPP (D)	2009-06-12	2009-06-16		Registered Voters	638	3.9	Automated Phone	Pollster	Dem
82.0	14.0	4.0	ppp-d-5406	PPP (D)	2009-06-12	2009-06-16		Registered Voters - Democrat			Automated Phone	Pollster	Dem
18.0	78.0	4.0	ppp-d-5406	PPP (D)	2009-06-12	2009-06-16		Registered Voters - Republican			Automated Phone	Pollster	Dem
46.0	49.0	5.0	ppp-d-5406	PPP (D)	2009-06-12	2009-06-16		Registered Voters - independent			Automated Phone	Pollster	Dem
63.0	26.0	11.0	cbs-times-5405	CBS/Times	2009-06-12	2009-06-16		Adults	895	3.0	Live Phone	Nonpartisan	None
92.0	4.0	4.0	cbs-times-5405	CBS/Times	2009-06-12	2009-06-16		Adults - Democrat	301		Live Phone	Nonpartisan	None
23.0	63.0	14.0	cbs-times-5405	CBS/Times	2009-06-12	2009-06-16		Adults - Republican	284		Live Phone	Nonpartisan	None
58.0	25.0	17.0	cbs-times-5405	CBS/Times	2009-06-12	2009-06-16		Adults - independent	310		Live Phone	Nonpartisan	None
60.0	32.0		gallup-5399	Gallup	2009-06-13	2009-06-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-5394	Rasmussen	2009-06-13	2009-06-15		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	34.0	10.0	nbc-wsj-5412	NBC/WSJ	2009-06-12	2009-06-15		Adults	1008	3.1	Live Phone	Nonpartisan	None
54.0	46.0		harris-internet-5438	Harris (internet)	2009-06-08	2009-06-15		Adults	2177		Internet	Nonpartisan	None
85.0	15.0		harris-internet-5438	Harris (internet)	2009-06-08	2009-06-15		Adults - Democrat			Internet	Nonpartisan	None
19.0	81.0		harris-internet-5438	Harris (internet)	2009-06-08	2009-06-15		Adults - Republican			Internet	Nonpartisan	None
47.0	53.0		harris-internet-5438	Harris (internet)	2009-06-08	2009-06-15		Adults - independent			Internet	Nonpartisan	None
61.0	31.0		gallup-5393	Gallup	2009-06-12	2009-06-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-5392	Rasmussen	2009-06-12	2009-06-14		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
61.0	30.0	9.0	pew-5411	Pew	2009-06-10	2009-06-14		Adults	1502	3.0	Live Phone	Nonpartisan	None
88.0	8.0		pew-5411	Pew	2009-06-10	2009-06-14		Adults - Democrat	508	5.0	Live Phone	Nonpartisan	None
31.0	62.0		pew-5411	Pew	2009-06-10	2009-06-14		Adults - Republican	401	5.5	Live Phone	Nonpartisan	None
56.0	29.0		pew-5411	Pew	2009-06-10	2009-06-14		Adults - independent	502	5.0	Live Phone	Nonpartisan	None
89.0			gallup-6011	Gallup	2009-06-08	2009-06-14		Adults - Democrat			Live Phone	Nonpartisan	None
25.0			gallup-6011	Gallup	2009-06-08	2009-06-14		Adults - Republican			Live Phone	Nonpartisan	None
59.0			gallup-6011	Gallup	2009-06-08	2009-06-14		Adults - independent			Live Phone	Nonpartisan	None
62.0	30.0		gallup-5391	Gallup	2009-06-11	2009-06-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-5390	Rasmussen	2009-06-11	2009-06-13		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
63.0	29.0		gallup-5389	Gallup	2009-06-10	2009-06-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	46.0		rasmussen-5388	Rasmussen	2009-06-10	2009-06-12		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
61.0	31.0		gallup-5386	Gallup	2009-06-09	2009-06-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-5383	Rasmussen	2009-06-09	2009-06-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
62.0	31.0	8.0	fox-5382	FOX	2009-06-09	2009-06-10		Registered Voters	900	3.0	Live Phone	Nonpartisan	None
88.0	8.0	4.0	fox-5382	FOX	2009-06-09	2009-06-10		Registered Voters - Democrat	361	5.0	Live Phone	Nonpartisan	None
28.0	62.0	11.0	fox-5382	FOX	2009-06-09	2009-06-10		Registered Voters - Republican	300	6.0	Live Phone	Nonpartisan	None
66.0	26.0	9.0	fox-5382	FOX	2009-06-09	2009-06-10		Registered Voters - independent	206	7.0	Live Phone	Nonpartisan	None
60.0	33.0		gallup-5377	Gallup	2009-06-08	2009-06-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-5375	Rasmussen	2009-06-08	2009-06-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	37.0	7.0	yougov-economist-5398	YouGov/Economist	2009-06-07	2009-06-09		Adults	1000	5.2	Internet	Nonpartisan	None
86.0	11.0	4.0	yougov-economist-5398	YouGov/Economist	2009-06-07	2009-06-09		Adults - Democrat	358		Internet	Nonpartisan	None
24.0	68.0	8.0	yougov-economist-5398	YouGov/Economist	2009-06-07	2009-06-09		Adults - Republican	277		Internet	Nonpartisan	None
